# 2024-02-08 13:02:36.685094
# demod2 (Hz) = 2423691.0442083203
# demod5 (Hz) = 3330832.6629875805
# drive time (s) = 0.049792286826258074
# rest time (s) = 0.3983382946100646
# LIA filter order = 1
# LIA BW (Hz) = 750.2828905145406
# LIA response time (s) = 0.0009779035306942247
# NaNs in data = False
# # valid loops = 18
# t_wait (s) = 0.003
# time (simple, s), TTL (simple) , abs demod 2 (simple, mV), arg demod 2 (simple, 2pi*rad), abs demod 5 (simple, mV), arg demod 5 (simple. 2pi*rad)
3.946788600000000063e-02,1.000000000000000000e+00,3.804323841561433994e+00,-3.343896600010485415e-02,2.268685053561776341e-02,-1.788421499482082191e-02
3.974582900000000335e-02,1.000000000000000000e+00,3.805136525170954354e+00,-3.183659688014073980e-02,2.194547947595373860e-02,-1.323875955031795018e-02
4.002377099999999965e-02,1.000000000000000000e+00,3.806900092152823323e+00,-3.097793755316140610e-02,2.274130484280026746e-02,-1.315928145233251009e-02
4.030171400000000237e-02,1.000000000000000000e+00,3.806094501683102038e+00,-2.986956316331947428e-02,2.328261053494435837e-02,-4.793949078412918993e-03
4.057965699999999815e-02,1.000000000000000000e+00,3.806976425866862801e+00,-2.841883706050249425e-02,2.480149442169050922e-02,-1.086326594957164569e-02
4.085760000000000086e-02,1.000000000000000000e+00,3.808384754757179191e+00,-2.681436401579150031e-02,2.442503317545598532e-02,-1.616379341975189218e-02
4.113554299999999664e-02,1.000000000000000000e+00,3.807544668765066920e+00,-2.529727356589932946e-02,2.578261161949487248e-02,-6.223183556360165590e-03
4.141348599999999935e-02,1.000000000000000000e+00,3.805018139203289351e+00,-2.350940237862769733e-02,2.535993822471099834e-02,-4.456478995358852460e-03
4.169142900000000207e-02,1.000000000000000000e+00,3.806173002313053111e+00,-2.242312064173820896e-02,2.561645648173657697e-02,-6.316038479814032637e-03
4.196937099999999837e-02,1.000000000000000000e+00,3.803330283324635630e+00,-2.119189543265845299e-02,2.574390961918485848e-02,-3.694817978642615710e-03
4.224731400000000109e-02,1.000000000000000000e+00,3.806666997652622619e+00,-1.950477876229732288e-02,2.656574430762076791e-02,1.007302303868785366e-02
4.252525699999999687e-02,1.000000000000000000e+00,3.804781339349947444e+00,-1.879487329793572137e-02,2.635641718139331013e-02,-8.835472809820868814e-03
4.280319999999999958e-02,1.000000000000000000e+00,3.801736941164076455e+00,-1.756419259173922637e-02,2.634251152539500429e-02,-7.788684936294286605e-03
4.308114300000000230e-02,1.000000000000000000e+00,3.797183599076710880e+00,-1.627792014411643187e-02,2.584561855280661721e-02,-1.345195691930634301e-03
4.335908599999999807e-02,1.000000000000000000e+00,3.794218252232791411e+00,-1.540156438385403143e-02,2.497209852169410965e-02,-2.302522082772060982e-02
