# 2024-01-31 15:14:24.645875
# demod2 (Hz) = 3330801.4124613563
# demod5 (Hz) = 2423651.029276768
# loop time (s) = 0.09484374999999999
# prep time (s) = 0.04435607700181944
# drive time (s) = 0.06173134699368562
# rest time (s) = 0.10582516627488964
# LIA filter order = 1
# LIA BW (Hz) = 750.0
# LIA response time (s) = 0.0009782723835381835
# check 1 = 0.0
# check 2 = 0
# check 3 = 0
# # valid loops = 50
# t_wait (s) = 0.0006
# time (simple, s), TTL (simple) , abs demod 2 (simple, mV), arg demod 2 (simple, 2pi*rad), abs demod 5 (simple, mV), arg demod 5 (simple. 2pi*rad)time (cloop, s), TTL (cloop) , abs demod 2 (cloop, mV), arg demod 2 (cloop, 2pi*rad), abs demod 5 (cloop, mV), arg demod 5 (cloop. 2pi*rad)
3.590080809999999789e-01,1.000000000000000000e+00,1.487131391596876284e+01,-4.054824643363148622e-03,1.854220156033072270e-03,3.801367844540124996e-01,6.658359670000000285e-01,0.000000000000000000e+00,1.487023857080643019e+01,-1.422285057563071843e-03,2.135696168665864991e-03,-4.106354035318960372e-01
3.590775620000000168e-01,1.000000000000000000e+00,1.487049830271076090e+01,-3.921338329585825552e-03,1.717658997131299133e-03,3.440479599305770186e-01,6.659054479999999554e-01,0.000000000000000000e+00,1.486901768613663499e+01,-1.513211546550365712e-03,1.817857632061761850e-03,-4.398187432437336009e-01
3.591470429999999991e-01,1.000000000000000000e+00,1.486869144003320820e+01,-3.811429676960575129e-03,1.603111070669604229e-03,3.433467933936076300e-01,6.659749289999999933e-01,0.000000000000000000e+00,1.486828341029983847e+01,-1.666693782955523890e-03,2.615149200975085304e-03,-4.142882015218646297e-01
3.592165239999999815e-01,1.000000000000000000e+00,1.486882245385929124e+01,-3.733080004547709597e-03,2.145079558433186668e-03,3.586600278956307286e-01,6.660444100000000311e-01,0.000000000000000000e+00,1.486769879850426257e+01,-1.755143464397425270e-03,2.762815543061553254e-03,-4.170981764457460939e-01
3.592860050000000194e-01,1.000000000000000000e+00,1.486986985613268963e+01,-3.674114491721678592e-03,2.337458282289307972e-03,3.856133649095273563e-01,6.661138899999999863e-01,0.000000000000000000e+00,1.486721884986196685e+01,-1.715933955204337067e-03,2.673656132526658867e-03,-4.103435835689390188e-01
3.593554860000000017e-01,1.000000000000000000e+00,1.486970002555989367e+01,-3.645497470096016081e-03,1.966642296923311242e-03,4.058935421123069376e-01,6.661833710000000242e-01,0.000000000000000000e+00,1.486659018720470016e+01,-1.658476735989312771e-03,2.401369356898876324e-03,-4.131576097932607716e-01
3.594249669999999841e-01,1.000000000000000000e+00,1.486891447321158566e+01,-3.578680084437487700e-03,1.304864476019754410e-03,4.303230790350763835e-01,6.662528519999999510e-01,0.000000000000000000e+00,1.486652998615905830e+01,-1.741693981026248622e-03,2.147965921151058586e-03,-4.274186106663160900e-01
3.594944480000000220e-01,1.000000000000000000e+00,1.486849192028623001e+01,-3.641574662019116896e-03,1.238008717620969670e-03,4.464918569553807948e-01,6.663223329999999889e-01,0.000000000000000000e+00,1.486678974533816877e+01,-1.784803566884451010e-03,2.104079303501244121e-03,-3.988244367993449835e-01
3.595639290000000043e-01,1.000000000000000000e+00,1.486945639995861690e+01,-3.672585590305701801e-03,1.395585571654072354e-03,4.675786353631077308e-01,6.663918140000000268e-01,0.000000000000000000e+00,1.486782528385154833e+01,-1.791474071349415239e-03,2.321393275182442959e-03,-3.755781930793657963e-01
3.596334099999999867e-01,1.000000000000000000e+00,1.487012961942522082e+01,-3.638924385708420042e-03,1.631499224928592258e-03,4.559029982797769276e-01,6.664612949999999536e-01,0.000000000000000000e+00,1.486822607468576329e+01,-1.846749597347362290e-03,2.333732980554936980e-03,-3.805196371106668307e-01
3.597028899999999974e-01,1.000000000000000000e+00,1.486953477995043471e+01,-3.671475208565895022e-03,1.801028309533518482e-03,3.975385339740382662e-01,6.665307759999999915e-01,0.000000000000000000e+00,1.486892915422458472e+01,-2.000384604846679702e-03,1.861094281726942759e-03,-3.596223610632457435e-01
3.597723709999999797e-01,1.000000000000000000e+00,1.486820744240864300e+01,-3.677409770414527285e-03,1.822254417712261196e-03,3.755408631910996387e-01,6.666002570000000294e-01,0.000000000000000000e+00,1.486961732633205280e+01,-2.200312867683184691e-03,1.651727067564076265e-03,-3.404161967465949012e-01
3.598418520000000176e-01,1.000000000000000000e+00,1.486816305443029052e+01,-3.719576355829290557e-03,1.484408894603486987e-03,3.623016437013008573e-01,6.666697379999999562e-01,0.000000000000000000e+00,1.486898785795381173e+01,-2.171304727721418051e-03,1.435443050830364446e-03,-3.498887241616178145e-01
